id	type	Não Ambíguo	Testável	Prioritizável	Valioso	Entendível	Conciso	Consistente	Completo	Negociável	Factível	Independente	Estimável	Atômico	Pequeno
Projeto2_JULIA_UC_FT1_(2)	Use case	É não ambíguo pois não deixa margem para diferentes interpretações.	É testável pois é possível verificar se o requisito foi atendido.	É prioritizável por ser possível atribuir uma prioridade a esse requisito.	É valioso pois a implementação desse requisito agrega valor ao cliente.	É entendível pois foi escrito de maneira clara.	É conciso por ser sucinto, não adicionando informações desnecessárias.	É consistente pois vai ao encontro das necessidades do cliente e não é conflitante com outros requisitos.	É completo pois está suficientemente detalhado.	É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente.	É factível pois pode ser executado dentro das restrições do projeto.	É dependente pois depende do fluxo principal para ser implementado.	O esforço para a execução desse fluxo de eventos é possível de ser estimado.	Não é atômico porque depende do fluxo principal para ser entendido.	É pequeno pois pode ser desenvolvido com esforço relativamente pequeno.
Projeto2_LUCAS_US7	Use case	Não aparenta ser ambiguo visto que a descrição é bem objetiva na especificação.	É testável, pois o mesmo exemplifica como cada cenário deve ser execudado e o que retornará.	É priorizável, visto que está descrito o que precisa e seu resultado.	É valioso porque é uma funcionalidade que está liga diretamente ao negócio.	É entendível, porque está usando termos relativos a funcionalidade e autores envolvidos.	É conciso pois tem somente necessário para essa funcionalidade descrito.	É consistente pois está de acordo com o que a funcionalidade pedia.	É completo pois possui dados suficiente para executa-lo.	É negociável porque não impõem os detalhes da implementação o que permite ser discutido os detalhes.	É factível porque contem informações para se fazer protótipos ou experimentos.	É independente pois não mostra ligação com outra US.	É estimável pois os elementos para executar estão descritos.	É atômico visto que não parece ter ligação com outros processos.	Cada cenário aparentar ser pequeno pela sua descrição e objetividade.
Projeto2_WILLIAN_US-8	BDD	A US não é ambígua pois o processo descrito nele não está englobada por nenhuma outra US	Esta US é Testavel pois apresenta os recursos que devem ser validados nesta etapa	Esta US é prioritizável pois está alinhado e conciso com os demais USs	Esta US é Valiosa pois apresenta bem a sua real aplicabilidade no sistema	É entendível pois a linguagem utilizada na sua construção é bem acessível ao público-alvo	Esta US é concisa pois todo o conteúdo apresentado é útil	Esta US é consistente pois apresenta fielmente uma situação real	A US é bem completo e apresenta um nível de detalhe bem útil ao desenvolvimento	Esta US é negociável pois apresenta bem a ideia do requisito	Esta US é factível pois está com o escopo bem definido	Esta US é independente pois seu escopo não influencia as demais US	É estimável pois a maneira como esta foi descrita apresenta os desafios de sua implementação	Esta US é atômica pois contém todas as informações necessárias para o seu perfeito entendimento	Esta US é pequena considerando o tamanho desta US, ou seja, está dentro do esperado
Projeto2_CASSIANO_Caso_2	Use case	Não ambíguo, pois tem uma ideia direta do que representa	Pode ser testado e prototipado para verificar seu funcionamento.	Deve ter prioridade alta, pois é a função essencial do sistema.	Altamente valioso, pois é de suma importância para o stakeholder.	Caso de uso entendível, pois através dele temos uma noção de como irá funcionar o sistema.	Caso de uso conciso, pois tem o necessário para o entendimento.	Caso de uso consistente, pois é de extrema importância para o stakeholder.	Caso de uso completo, pois chega ao resultado final esperado.	Pode ser negociável, pois pode ser melhorado caso algo a mais seja necessário.	É factível, pois se esta funcionalidade não funcionar outros requisitos dependentes não irão funcionar corretamente.	Não é independente, pois depende de outro requisito relacionado a configuração do usuário.	Estimável, pois é um ponto essencial do sistema.	Este caso de uso não pode ser dividido, pois é necessário uma compreensão total dele.	É um requisito pequeno e é um elemento essencial para o programa.
Projeto2_WILLIAN_US-9	BDD	A US não é ambígua pois o processo descrito nele não está englobada por nenhuma outra US	Esta US é Testavel pois apresenta os recursos que devem ser validados nesta etapa	Esta US é prioritizável pois está alinhado e conciso com os demais USs	Esta US é Valiosa pois apresenta bem a sua real aplicabilidade no sistema	É entendível pois a linguagem utilizada na sua construção é bem acessível ao público-alvo	Esta US é concisa pois todo o conteúdo apresentado é útil	Esta US é consistente pois apresenta fielmente uma situação real	A US é bem completo e apresenta um nível de detalhe bem útil ao desenvolvimento	Esta US é negociável pois apresenta bem a ideia do requisito	Esta US é factível pois está com o escopo bem definido	Esta US é independente pois seu escopo não influencia as demais US	É estimável pois a maneira como esta foi descrita apresenta os desafios de sua implementação	Esta US é atômica pois contém todas as informações necessárias para o seu perfeito entendimento	Esta US é pequena considerando o tamanho desta US, ou seja, está dentro do esperado
Projeto2_LUCAS_US9	Use case	Não aparenta ser ambiguo visto que a descrição é bem objetiva na especificação.	É testável, pois o mesmo exemplifica como cada cenário deve ser execudado e o que retornará.	É priorizável, visto que está descrito o que precisa e seu resultado.	É valioso porque é uma funcionalidade que está liga diretamente ao negócio.	É entendível, porque está usando termos relativos a funcionalidade e autores envolvidos.	É conciso pois tem somente necessário para essa funcionalidade descrito.	É consistente pois está de acordo com o que a funcionalidade pedia.	É completo pois possui dados suficiente para executa-lo.	É negociável porque não impõem os detalhes da implementação o que permite ser discutido os detalhes.	É factível porque contem informações para se fazer protótipos ou experimentos.	É independente pois não mostra ligação com outra US.	É estimável pois os elementos para executar estão descritos.	É atômico visto que não parece ter ligação com outros processos.	Cada cenário aparentar ser pequeno pela sua descrição e objetividade.
Projeto2_LUCAS_US8	Use case	Não aparenta ser ambiguo visto que a descrição é bem objetiva na especificação.	É testável, pois o mesmo exemplifica como cada cenário deve ser execudado e o que retornará.	É priorizável, visto que está descrito o que precisa e seu resultado.	É valioso porque é uma funcionalidade que está liga diretamente ao negócio.	É entendível, porque está usando termos relativos a funcionalidade e autores envolvidos.	É conciso pois tem somente necessário para essa funcionalidade descrito.	É consistente pois está de acordo com o que a funcionalidade pedia.	É completo pois possui dados suficiente para executa-lo.	É negociável porque não impõem os detalhes da implementação o que permite ser discutido os detalhes.	É factível porque contem informações para se fazer protótipos ou experimentos.	É independente pois não mostra ligação com outra US.	É estimável pois os elementos para executar estão descritos.	É atômico visto que não parece ter ligação com outros processos.	Cada cenário aparentar ser pequeno pela sua descrição e objetividade.
Projeto2_WILLIAN_US-1	BDD	A US não é ambígua pois o processo descrito nele não está englobada por nenhuma outra US	Esta US é Testavel pois apresenta os recursos que devem ser validados nesta etapa	Esta US é prioritizável pois está alinhado e conciso com os demais USs	Esta US é Valiosa pois apresenta bem a sua real aplicabilidade no sistema	É entendível pois a linguagem utilizada na sua construção é bem acessível ao público-alvo	Esta US é concisa pois todo o conteúdo apresentado é útil	Esta US é consistente pois apresenta fielmente uma situação real	A US é bem completo e apresenta um nível de detalhe bem útil ao desenvolvimento	Esta US é negociável pois apresenta bem a ideia do requisito	Esta US é factível pois está com o escopo bem definido	Esta US é independente pois seu escopo não influencia as demais US	É estimável pois a maneira como esta foi descrita apresenta os desafios de sua implementação	Esta US é atômica pois contém todas as informações necessárias para o seu perfeito entendimento	Esta US é pequena considerando o tamanho desta US, ou seja, está dentro do esperado
Projeto1_JULIA_Capa_Proj_1	Misc														
Projeto2_WILLIAN_US-2	BDD	A US não é ambígua pois o processo descrito nele não está englobada por nenhuma outra US	Esta US é Testavel pois apresenta os recursos que devem ser validados nesta etapa	Esta US é prioritizável pois está alinhado e conciso com os demais USs	Esta US é Valiosa pois apresenta bem a sua real aplicabilidade no sistema	É entendível pois a linguagem utilizada na sua construção é bem acessível ao público-alvo	Esta US é concisa pois todo o conteúdo apresentado é útil	Esta US é consistente pois apresenta fielmente uma situação real	A US é bem completo e apresenta um nível de detalhe bem útil ao desenvolvimento	Esta US é negociável pois apresenta bem a ideia do requisito	Esta US é factível pois está com o escopo bem definido	Esta US é independente pois seu escopo não influencia as demais US	É estimável pois a maneira como esta foi descrita apresenta os desafios de sua implementação	Esta US é atômica pois contém todas as informações necessárias para o seu perfeito entendimento	Esta US é pequena considerando o tamanho desta US, ou seja, está dentro do esperado
Projeto2_TABAJARA_UC07	Use case	O resultado do caso de uso é claro	Não vejo como testar este caso de uso	Tem baixa prioridade pois é uma das formas de interação entre usuários	É importante para o usuário tem esta forma de interação com os outros usuários	Fácil de ser entendido	Não possui informações desnecessárias	É consistente com o requisito, porém genérico	Possui todas as informações para ser implentado	Implementação é negociável	É possível de ser realizado	Depende do caso de uso de criar postagem	É simples de ser implementado	Pode ser dividido em genero predileto, livros já lidos, livros desejados, trechos de livros	É de médio porte pois é genérico, 2 pessoa/semana
Projeto2_ANDERSON_Use_Case_1	Use case	O caso de uso é claro em sua definição de necessidades e soluções	O caso de uso pode ser verificado e testado quanto a solução proposta	O caso de uso possui prioridade pois afeta o desenvolvimento do projeto	O caso de uso é valioso para o cliente e afeta diretamente o negócio	O caso de uso é de fácil entendimento por todas as partes, utiliza terminologias de entendimento comum	O caso de uso não possui informações desnecessárias	O caso de uso está alinhado com as necessidades identificadas e não possui conflito com outros casos de uso	O caso de uso tem orientações suficientes e apropriadas para resolução e continuidade do trabalho	O caso de uso é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes	O caso de uso pode ser implementado tendo seu custo e prazo dentro do planejado	O caso de uso depende de outras funcionalidades, como o cadastro de livros, e por isso, não pode ser implementado a qualquer momento	O caso de uso é completamente entendivel e pode ter seu trabalho mensurado	O caso de uso pode ser compreendido independentemente de outros requisitos	O caso de uso possui apenas uma necessidade, assumindo uma responsabilidade
Projeto2_ANDERSON_Use_Case_2	Use case	O caso de uso é claro em sua definição de necessidades e soluções	O caso de uso pode ser verificado e testado quanto a solução proposta	O caso de uso possui prioridade pois afeta o desenvolvimento do projeto	O caso de uso é valioso para o cliente e afeta diretamente o negócio	O caso de uso é de fácil entendimento por todas as partes, utiliza terminologias de entendimento comum	O caso de uso não possui informações desnecessárias	O caso de uso está alinhado com as necessidades identificadas e não possui conflito com outros casos de uso	O caso de uso não possui todas orientações, como mensagens a serem exibidas ao usuário ou como usuário adiciona o livro encontrado da busca a lista de desejos	O caso de uso é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes	O caso de uso pode ser implementado tendo seu custo e prazo dentro do planejado	O caso de uso é dependente de outras funcionalidades, como a inclusão de livros,  não sendo possivel ser implementado a qualquer momento do projeto	O caso de uso é completamente entendivel e pode ter seu trabalho mensurado	O caso de uso necessita de outros requisitos para ser compreendido	O caso de uso possui apenas uma necessidade, assumindo uma responsabilidade
Projeto2_TABAJARA_UC02	Use case	O resultado do caso de uso é claro	Pode ser testado facilmente	Não é a principal funcionalidade do sistema, mas é importante para os revendedores e leitores, prioridade média	É importante para o usuário do sistema ter a sua lista de desejos	Simples de ser entendido	Contém somente as informações necessárias	É consistente com o que o cliente necessita	Possui todas as informações para ser realizado	É aberto a negociações de implementação	Pode ser feito sem problemas	Não depende de outros casos de uso	É simples de ser implementado	Caso de uso poderia ser dividido em mais casos de uso, remoção, adição, edição	É um caso de uso pequeno, 1 pessoa/semana
Projeto2_TABAJARA_UC01	Use case	Resultado desejado é claro	Pode ser facilmente testado	Possui prioridade alta para que o leitor possa encontrar os revendedores	É uma parte importante do sistema para estabelecer o contato entre revendedor e leitor	Facilmente entendível o que se deseja fazer	Não possui informações desnecesárias	É consistente com o requisito	Possui todas as informações para ser implementado	Caso de uso é aberto a alterações na implementação	É possível de ser implementado	Não depende de outro caso de uso	Caso de uso é de simples implementação	Caso de uso não pode ser dividido	É pequeno, 1 pessoa/semana
Projeto2_ANDERSON_Use_Case_7	Use case	O caso de uso é claro em sua definição de necessidades e soluções	O caso de uso pode ser verificado e testado quanto a solução proposta	O caso de uso possui prioridade pois afeta o desenvolvimento do projeto	O caso de uso é valioso para o cliente e afeta diretamente o negócio	O caso de uso é de fácil entendimento por todas as partes, utiliza terminologias de entendimento comum	O caso de uso não possui informações desnecessárias	O caso de uso não está alinhado com as necessidades identificadas, pois o usuário visualiza as postagens dos amigos no seu perfil e não no perfil dos amigos	O caso de uso não possui orientações suficientes e apropriadas para resolução e continuidade do trabalho, não ficando claro a forma de tecer os comentários	O caso de uso é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes	O caso de uso pode ser implementado tendo seu custo e prazo dentro do planejado	O caso de uso é dependete de outras funcionalidades, como a funcionalidade de postagens, não sendo possivel ser implementado a qualquer momento do projeto	O caso de uso é completamente entendivel e pode ter seu trabalho mensurado	O caso de uso pode ser compreendido independentemente de outros requisitos	O caso de uso possui apenas uma necessidade, assumindo uma responsabilidade
Projeto2_ANDERSON_Use_Case_8	Use case	O caso de uso é claro em sua definição de necessidades e soluções	O caso de uso pode ser verificado e testado quanto a solução proposta	O caso de uso possui prioridade pois afeta o desenvolvimento do projeto	O caso de uso é valioso para o cliente e afeta diretamente o negócio	O caso de uso é de fácil entendimento por todas as partes, utiliza terminologias de entendimento comum	O caso de uso possui informações desnecessárias, como o evento 1 da seção principal	O caso de uso está alinhado com as necessidades identificadas e não possui conflito com outros casos de uso	O caso de uso tem orientações suficientes e apropriadas para resolução e continuidade do trabalho	O caso de uso é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes	O caso de uso pode ser implementado tendo seu custo e prazo dentro do planejado	O caso de uso é independete de outras funcionalidades, sendo possivel ser implementado a qualquer momento do projeto	O caso de uso é completamente entendivel e pode ter seu trabalho mensurado	O caso de uso pode ser compreendido independentemente de outros requisitos	O caso de uso possui apenas uma necessidade, assumindo uma responsabilidade
Projeto2_ANDERSON_Use_Case_9	Use case	O caso de uso é claro em sua definição de necessidades e soluções	O caso de uso pode ser verificado e testado quanto a solução proposta	O caso de uso possui prioridade pois afeta o desenvolvimento do projeto	O caso de uso é valioso para o cliente e afeta diretamente o negócio	O caso de uso é de fácil entendimento por todas as partes, utiliza terminologias de entendimento comum	O caso de uso possui informações desnecessárias, como o evento 1 da seção principal	O caso de uso está alinhado com as necessidades identificadas e não possui conflito com outros casos de uso	O caso de uso tem orientações suficientes e apropriadas para resolução e continuidade do trabalho	O caso de uso é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes	O caso de uso pode ser implementado tendo seu custo e prazo dentro do planejado	O caso de uso depende de outras funcionalidades, como o cadastro de livros, e por isso, não pode ser implementado a qualquer momento	O caso de uso é completamente entendivel e pode ter seu trabalho mensurado	O caso de uso pode ser compreendido independentemente de outros requisitos	O caso de uso possui apenas uma necessidade, assumindo uma responsabilidade
Projeto2_JULIA_UC_FT1_(1)	Use case	É um pouco ambíguo pois permite pesquisa por título, autor ou gênero, deixando margem para diferentes interpretações.	É testável pois é possível verificar se o requisito foi atendido.	É prioritizável por ser possível atribuir uma prioridade a esse requisito.	É valioso pois a implementação desse requisito agrega valor ao cliente.	É entendível pois foi escrito de maneira clara.	Não é muito conciso pois permite pesquisa por título, autor ou gênero.	É consistente pois vai ao encontro das necessidades do cliente e não é conflitante com outros requisitos.	É completo pois está suficientemente detalhado.	É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente.	É factível pois pode ser executado dentro das restrições do projeto.	É dependente pois  depende do cadastro de livros, autores e títulos para ser implementado.	O esforço para a execução desse fluxo de eventos é possível de ser estimado.	Não é atômico porque pode ser dividido em pesquisa por título, autor ou gênero, podendo ser entendido independentemente.	Não é pequeno pois poderia ter sido separado em 3 fluxos: pesquisa por título do livro, autor ou gênero.
Projeto2_TABAJARA_UC08	Use case	O resultado é claro	Fácil de ser testado	Tem uma alta prioridade para os revendedores poderem anunciar seus livros	É muito valioso para os revendedores e sistema o gerenciamento dos livros	É claro entender o objetivo do caso de uso	Não possui informações desnecessárias	O caso de uso não apresenta a adição do nome do livro	Falta a informação do nome do livro	A implementação pode ser negociada	É possível de ser implementado	É independente de outros casos de uso	É simples de ser implementado	Caso de uso pode ser dividido em adição, remoção e alteração	É um caso de uso pequeno, 1 pessoa/semana
Projeto1_RAFAEL_Template_Definicoes	Definitions	É não ambiguo quando não existe outro requisito igual.         	É possível testa-lo, quando sabe-se seu comportamento.         	É prioritizavel, De acordo com a necessidade.         	É valioso, quando é um requisito crítico para o sistema.         	É entendivel, quando utiliza um vocabulário de fácil compreensão.         	É conciso quando não contem informação desnecessária.         	É consistente quando é alinhado com as necessidades do requisito.         	É completo quando apresenta seu fluxo principal o detalhamento necessário para seu funcionamento         	É negociável, quando é possível mudar seu escopo de acordo com a necessidade.         	É factivel, quando se encontra dentro do escopo do projeto.         	Não é independente, quando necessita que outros requisitos estejam prontos antes de executa-lo.         	É estimável, quando as funcionalidades podem ser mensuradas em sua complexidade.         	É atômico quando um requisito que é auto-contido, sendo independente de outro requisito para ser entendido         	É pequeno, quando pode ser feito em pouco tempo com poucos recursos.         
Projeto2_CASSIANO_Caso_5	Use case	Não ambíguo, pois tem uma ideia direta do que representa	Pode ser testado e prototipado para verificar seu funcionamento.	Deve ter prioridade alta, pois é a função essencial do sistema.	Altamente valioso, pois tem relação com o modelo de negócio proposto pelo stakeholder.	Caso de uso entendível, pois através dele temos uma noção de como irá funcionar o sistema.	Caso de uso conciso, pois tem o necessário para o entendimento.	Caso de uso consistente, pois é de extrema importância para o stakeholder.	Caso de uso completo, pois chega ao resultado final esperado.	Pode ser negociável, pois pode ser melhorado caso algo a mais seja necessário.	É factível, pois se esta funcionalidade não funcionar outros requisitos dependentes não irão funcionar corretamente.	Não é independente, pois depende de outro requisito relacionado a configuração do usuário.	Estimável, pois é um ponto essencial do sistema.	Pode ser atômico, pois os dados referentes ao  requisito podem ser separadas.	É um requisito pequeno e é um elemento essencial para o sistema.
Projeto1_CASSIANO_Caso_3_-_Cenário_1	Use case	Não ambíguo, possui somente um entendimento.	Testável, pois pode ser prototipado e testado.	Prioritizável, pois é um configuração que faz outros requisitos funcionarem.	Valioso, pois é umas das principais configurações para o stakeholder.	Entendível, pois sua descrição leva somente a um objetivo.	Conciso, possui somente informações necessárias para o entendimento.	Consistente, pois não em conflito com nenhum outro requisito.	Completo, pois possue um objetivo claro.	Sim, pois pode ser melhorado ao longo do desenvolvimento .	Factível, pois pode ser mensurado através de testes.	Sim, pois ele não depende de nenhum outro requisito.	Estimável, pode ser ranquiado com outros requisitos .	É atômico	Pequeno e bem descritivo.
Projeto2_CAROLINA_US_FT9-1	BDD	É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele.	É testável porque é possível validar se o requisito foi atendido.	É prioritizável por que é possível atribuir uma prioridade a esse requisito em relação aos outros para a implementação.	É valioso pois a implementação desse requisito agrega valor ao cliente, sendo um dos principais requisitos.	É entendivel, a terminologia esta correta.	É conciso porque não adiciona informações desnecessárias.	É consistente pois esta alinhado as necessidades do cliente e não é conflitante com outros requisitos.	É completo porque está o suficientemente detalhado para o trabalho a ser executado.	É negociável porque é possivel negociar formas de implementação posteriormente.	É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado.	É dependente porque depende de outros requisitos anteriores para ser implementado. Como o gerenciar estoque. 	É estimável porque  é possível de se classificar e agendar a implementação.	É atômico porque é auto-contido e capaz de ser compreendido independentemente de outros requisitos.	É pequeno pois pode ser desenvolvido com esforço relativamente pequeno.
Projeto2_WALTER_Feat09-Cen02	BDD	Sim, a estória apresenta um texto claro e direto.	Sim, pois a funcionalidade a ser desenvolvida é clara.	Não, pois não foi rankeado.	Sim, pois representa uma feature importante para o usuário.	Não, pois usa termos técnicos como plataforma.	É conciso, pois não contém informações não pertinentes ao cenário.	É consistente, pois não entra em conflito com outros cenários e atende a necessidade do cliente.	É completo, pois fornece informação suficiente para iniciar o desenvolvimento.	Sim, pois é conciso e capta apenas a essência do que precisa ser feito.	Sim, o comportamento especificado é possível de ser implementado tecnicamente.	Sim, porque não referencia outras Features nem depende delas.	Sim, pois a descrição dá uma idéia da complexidade do cenário.	Sim, pois é autocontido.	Sim, representa uma pequena feature da aplicação.
Projeto1_JULIA_US_FT1_(1)	BDD	É não ambíguo pois não deixa margem para diferentes interpretações.	É testável pois é possível verificar se o requisito foi atendido.	É prioritizável por ser possível atribuir uma prioridade a esse requisito e por implementar  o principal objetivo do sistema.	É valioso pois a implementação desse requisito agrega valor ao cliente - sua implementação é o principal objetivo do sistema.	É entendível pois foi escrito de maneira clara.	É conciso por ser sucinto, não adicionando informações desnecessárias.	É consistente pois vai ao encontro das necessidades do cliente e não é conflitante com outros requisitos.	É completo pois está suficientemente detalhado.	É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente.	É factível pois pode ser executado dentro das restrições do projeto.	Não é independente pois depende da implementação de outro requisito para ser implementado - Depende que tenha sido implementado pelo menos o cadastro de restaurantes, pratos e ingredientes.	O esforço para a execução desse cenário é possível de ser estimado.	É atômico porque não pode ser dividido e pode ser entendido independentemente.	É pequeno pois pode ser desenvolvido com esforço relativamente pequeno.
Projeto2_CASSIANO_Caso_7	Use case	Não ambíguo, pois tem uma ideia direta do que representa	Pode ser testado e prototipado para verificar seu funcionamento.	Deve ter prioridade alta, pois é a função essencial do sistema.	Valioso, pois é uma opção proposta pelo stakeholder.	Caso de uso entendível, pois através dele temos uma noção de como irá funcionar o sistema.	Caso de uso conciso, pois tem o necessário para o entendimento.	Caso de uso consistente, pois é de extrema importância para o stakeholder.	Caso de uso completo, pois chega ao resultado final esperado.	Pode ser negociável, pois pode ser melhorado caso algo a mais seja necessário.	Factível, pois pode ser mensurado através de protótipos e testes.	Não é independente, pois depende de outro requisito relacionado a configuração do usuário.	Estimável, pois é um ponto essencial do sistema.	Não é atômico, pois não pode ter funções separadas.	É um requisito pequeno e é um elemento essencial para o sistema.
Projeto2_TABAJARA_Template_Definicoes	Definitions	O requisito deve ser claro para não gerar duas interpretações da mesma funcionalidade	Deve ser possível visualizar os testes  necessários da funcionalidade de maneira clara	Classificação do requisito em importancia com relação a todos os outros requisitos.	Se o requisito for retirado do sistema, ele deve ser sentido no sistema. O requisito deve representar uma parte do sistema.	Escrito de maneira que o leitor consiga entender a mensagem que se quer passar	Não possui informações desnecessárias, vai direto ao ponto.	Atende aos requisitos solicitados pelos envolvidos no projeto, e não é conflitante com os outros requisitos do sistema.	O requisito possui todas as informações para que o trabalho seja realizado.	O requisito deve capturar a ideia por trás da funcionalidade e não os detalhes, as informações restantes são negociadas posteriormente com os envolvidos no projeto	É possível ser realizado.	Podem ser implementados em qualquer ordem que não alteram o resultado	Permite uma estimativa de tempo necessário.	Requisito é auto suficiente, ele é capaz de cumprir o requisito. Não pode ser dividido.	Deve ser pequeno, requisitos grandes devem ser quebrados em menores, representado em pessoa/semana
Projeto2_OLIMAR_US8_Cenario1	BDD	Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto.	Este user story aparenta ser testável, pois parece ser fácil de ser verificado quanto ao seu objetivo.	Este user story é prioritizável, pois possui uma importância maior de implementação em relação aos demais, por se tratar da funcionalidade mais importante do contexto da aplicação.	Este user story parece ser valioso, pois sua implementação é de fundamental importância para o cliente e para o negócio.	Este user story aparenta ser entendível, pois sua definição está compreensível e sua linguagem está de fácil compreensão.	Este user story aparenta apresentar uma descrição bem definida, sem informações desnecessárias.	Este user story parece ser consistente, pois sua definição está bem alinhada com os outros e aparentemente não apresenta conflito com os demais.	Este user story não aparenta estar completo, por não estar bem detalhado, faltando especificar as informações de maneira mais detalhada.	Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito.	Este user story parece ser factível, pois está bastante razoável e viável de ser compreendido e implementado.	Este caso de uso aparenta ser independente, por não possuir dependência alguma, sem nenhuma relação de implementação com outro caso de uso.	Este user story não parece ser estimável, pois possui seu escopo um pouco extenso, não podendo ter seu tempo facilmente estimável.	Este user story aparenta ser atômico, pois independe dos demais casos de uso para ser compreendido, deixando bem claro o seu escopo.	Este user story não parece ser pequeno, pois seu escopo não é simples e necessita de um esforço cuidadoso para ser implementado.
Projeto2_CASSIANO_Caso_2_2	Use case	Não ambíguo, pois tem uma ideia direta do que representa	Pode ser testado e prototipado para verificar seu funcionamento.	Deve ter prioridade alta, pois é a função essencial do sistema.	Altamente valioso, pois é de suma importância para o stakeholder.	Caso de uso entendível, pois através dele temos uma noção de como irá funcionar o sistema.	Caso de uso conciso, pois tem o necessário para o entendimento.	Caso de uso consistente, pois é de extrema importância para o stakeholder.	Caso de uso completo, pois chega ao resultado final esperado.	Pode ser negociável, pois pode ser melhorado caso algo a mais seja necessário.	É factível, pois se esta funcionalidade não funcionar outros requisitos dependentes não irão funcionar corretamente.	Não é independente, pois depende de outro requisito relacionado a configuração do usuário.	Estimável, pois é um ponto essencial do sistema.	Este caso de uso não pode ser dividido, pois é necessário uma compreensão total dele.	É um requisito pequeno e é um elemento essencial para o programa.
Projeto1_CASSIANO_Caso_5_-_Cenário_1	Use case	Não ambíguo, possui somente um entendimento.	Testável, pois pode ser prototipado e testado.	Prioritizável, pois é um configuração que faz outros requisitos funcionarem.	Valioso, pois é umas configuraçãao adicional para o stakeholder.	Entendível, pois sua descrição leva somente a um objetivo.	Conciso somente se possuir os dois cenários juntos, caso contrário deixa de ser conciso.	Não consistente, pois são necessários os dois cenários para se completarem.	Completo, com os dois cenários devido a eles não poderem ser separado, pois acredita-se que se precisa terb baixado o conteúdo previamente para realizar as buscas offlines.	Sim, pois pode ser melhorado ao longo do desenvolvimento .	Factível, pois pode ser mensurado através de testes.	Não, pois ele necessita de outros requisitos para ser completado.	Estimável, pode ser ranquiado com outros requisitos .	É atômico	Pequeno e bem descritivo.
Projeto1_DANIEL_Caso_de_Uso_6	Use case	Caso de uso parece ser de fácil entendimento, não causando dúvidas.	Caso de uso possuí um bom nível de abstração e atende às funcionalidades desejadas.	Caso de uso deve ter uma importância grande, já que é importante para os usuários saber as informações do restaurante.	Caso de uso é muito valioso por ter informações vitais ao aplicativo ao informar as informações completas dos restaurantes aos usuários.	Caso de uso está escrito em linguagem de fácil entendimento.	Caso de uso é conciso pois não possuí conteúdo desnecessário.	Caso de uso parece estar alinhado com os requisitos e não conflitante com outros casos de uso.	Caso de uso parece estar completo mesmo sem possuir sequências alternativas.	Caso de uso parece ser totalmente negociável principalmente por causa das informações dos restaurantes que serão exibidas.	Caso de uso possuí requisitos razoáveis e possíveis de serem feitos.	Caso de uso é independente já que não é necessário entender outros requisitos para realizá-lo.	Caso de uso tem requerimentos pequenos e deve ser possível estimar seu tempo de desenvolvimento de forma fácil.	Caso de uso é atômico pois não precisa de outros requerimentos.	Caso de uso é pequeno suficiente para ser realizado em poucas horas de trabalho.
Projeto1_DANIEL_Caso_de_Uso_3	Use case	Caso de uso parece ser de fácil entendimento, não causando dúvidas.	Caso de uso possuí um bom nível de abstração, porém pela falta de sequências alternativas, este parece não ter englobado todas as funcionalidades.	Caso de uso parece ter uma importância menor que outros requisitos.	Caso de uso é bastante valioso ao usuário pois o pré-cadastro dos ingredientes facilita buscas posteriores.	Caso de uso está escrito em linguagem de fácil entendimento.	Caso de uso é conciso pois não possuí conteúdo desnecessário.	Caso de uso parece estar alinhado com os requisitos e não conflitante com outros casos de uso.	Caso de uso é incompleto porque não tem sequências alternativas. Por exemplo, caso o usuário não encontre o ingrediente na lista exibida, o que ele faz?	Caso de uso têm requerimentos que parecem ser negociáveis com o cliente, principalmente em relação à lista de ingredientes.	Caso de uso possuí requisitos razoáveis e possíveis de serem feitos.	Caso de uso é independente já que não é necessário entender outros requisitos para realizá-lo.	Caso de uso tem requerimentos pequenos e deve ser possível estimar seu tempo de desenvolvimento de forma fácil.	Caso de uso é atômico pois não precisa de outros requerimentos.	Caso de uso é pequeno suficiente para ser realizado em poucas semanas de trabalho.
